.data
gato3A: .word 16, 16
.byte 199,0,199,199,199,199,199,0,199,199,199,199,199,199,199,199,
0,111,0,199,199,199,0,111,0,199,199,199,199,199,199,199,
0,111,102,0,0,0,102,111,0,199,199,199,199,199,199,199,
0,111,111,102,102,102,111,111,0,199,199,199,0,0,199,199,
0,111,111,111,111,111,111,111,0,199,199,0,255,255,0,199,
0,102,0,111,111,0,111,102,0,199,199,0,255,111,111,0,
0,111,111,111,111,111,111,111,0,199,199,199,0,111,102,0,
0,102,111,255,255,111,111,102,0,199,199,199,199,0,111,0,
199,0,255,255,255,255,111,0,0,199,199,199,199,0,102,0,
199,199,0,102,102,102,102,102,111,0,199,199,199,0,111,0,
199,199,0,111,102,102,111,102,111,102,0,0,0,102,111,0,
199,199,0,111,111,111,102,111,102,111,102,0,111,111,0,199,
199,199,0,111,111,111,111,111,111,102,111,0,0,0,199,199,
199,199,0,111,111,0,111,111,0,111,111,0,199,199,199,199,
199,199,0,255,255,0,255,255,0,255,255,0,199,199,199,199,
199,199,0,0,0,0,0,0,0,0,0,0,199,199,199,199,


