..\imagens_para_conversao\life: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,164,164,199,199,199,199,199,164,164,199,199,199,199,
199,199,172,182,182,164,199,199,199,172,182,182,172,199,199,199,
199,199,164,255,255,173,164,199,199,172,255,255,172,199,199,199,
199,199,164,255,255,182,172,172,172,164,255,255,164,199,199,199,
199,199,172,182,246,182,182,182,182,182,182,246,172,199,199,199,
199,199,199,164,236,182,236,182,182,173,173,173,199,199,199,199,
199,199,199,199,236,182,236,182,182,164,199,199,199,199,199,199,
199,199,199,164,182,182,182,182,182,164,199,199,199,199,199,199,
199,199,199,175,182,182,182,182,182,164,199,199,199,199,199,199,
199,199,199,199,172,172,172,172,172,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


