.data
queijopoderoso: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,0,0,199,199,199,199,199,
199,199,199,199,199,199,0,0,62,46,46,0,0,199,199,199,
199,199,199,199,0,0,62,62,62,62,62,46,46,0,0,199,
199,199,0,0,62,47,62,62,47,47,62,47,62,46,46,0,
199,0,62,47,62,62,47,47,62,62,62,47,62,62,46,0,
0,62,62,62,62,62,62,62,62,62,62,62,62,62,38,0,
0,38,47,38,47,47,38,47,47,38,47,47,38,47,38,0,
0,38,38,47,47,38,38,47,38,38,38,47,47,47,38,0,
0,38,47,47,47,47,47,47,47,38,47,47,38,38,38,0,
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


