.data
char: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,164,164,164,199,199,199,199,199,164,164,199,199,199,199,199,
199,164,255,255,164,199,199,199,164,255,255,164,199,199,199,199,
199,164,255,255,182,164,164,164,164,255,255,164,199,199,199,199,
199,164,164,182,182,182,182,182,182,182,182,164,199,199,199,199,
199,199,199,236,182,236,182,182,164,164,164,199,199,199,199,159,
199,199,199,236,182,236,182,182,164,199,199,199,199,199,199,159,
199,199,175,182,182,182,182,182,164,199,199,199,199,199,159,199,
199,199,199,199,164,164,164,182,164,199,199,199,199,199,159,199,
199,199,199,199,164,255,255,182,164,199,199,199,199,159,199,199,
199,199,199,175,164,255,255,175,182,164,199,199,199,159,199,199,
199,199,199,175,164,255,255,182,182,164,199,199,199,159,199,199,
199,199,199,199,164,255,255,182,182,182,164,199,199,159,199,199,
199,199,199,175,175,164,164,175,175,164,159,159,159,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,


